NumeroZona,NomeZona,NumeroMuni,NomeMunici,NumDistrit,NomeDistri,Area_ha_2,g10,g15,g20,indirect,indirect2,direct,d1cptm,d2cptm,d3cptm,Vol05_Vol05_sum,Vol10_Vol10_sum,Vol15_Vol15_sum,Vol20_Vol20_sum
"247",Vila das Mercês,"36",São Paulo,"69",Sacomã,468.94,637.889708704738382,529.722352539770554,103.113404699961620,"1","0","0","0","0","0",28734010.000000000000000,29033141.999999996274710,29281550.000000000000000,29329904.000000000000000
"248",Parque do Estado,"36",São Paulo,"27",Cursino,445.41,46.512202240632227,106.710671067106702,421.034552434835291,"1","0","0","0","0","0",154403.000000000000000,175120.000000000000000,222650.000000000000000,410183.000000000058208
"249",Água Funda,"36",São Paulo,"27",Cursino,276.30,37.578718783930512,68.805646036916386,193.384002895403540,"1","0","0","0","0","0",13882787.000000000000000,13893170.000000000000000,13912181.000000000000000,13965613.000000000000000
"250",Jardim da Saúde,"36",São Paulo,"27",Cursino,182.94,0.000000000000000,18.148026675412705,91.232097955613867,"1","1","0","0","0","0",12804122.000000000000000,12804122.000000000000000,12807442.000000000000000,12824132.000000000000000
"251",Vila Gumercindo,"36",São Paulo,"27",Cursino,137.19,9.599825060135579,7.711932356585758,0.000000000000000,"1","1","0","0","0","0",10292420.000000000000000,10293737.000000000000000,10294795.000000000000000,10294795.000000000000000
"252",Jardim Previdência,"36",São Paulo,"27",Cursino,165.81,20.010855798805864,15.964055243953922,0.000000000000000,"1","1","0","0","0","0",8832166.000000000000000,8835484.000000000000000,8838131.000000000000000,8838131.000000000000000
"253",Tamanduateí,"36",São Paulo,"95",Vila Prudente,112.99,7.142224975661564,27.630763784405701,110.186742189574304,"1","1","0","0","0","0",4023379.000000000000000,4024186.000000000000000,4027308.000000000000000,4039758.000000000000000
"254",Orfanato,"36",São Paulo,"95",Vila Prudente,354.26,36.351831987805568,29.015412408965169,0.259696268277536,"1","1","1","0","0","0",19916301.000000000000000,19929179.000000000000000,19939458.000000000000000,19939550.000000003725290
"255",Vila Zelina,"36",São Paulo,"95",Vila Prudente,492.94,20.815920801720292,22.743133038503672,31.022031078833123,"1","1","0","0","0","0",28406309.000000000000000,28416570.000000000000000,28427781.000000003725290,28443073.000000000000000
"256",Linhas Corrente,"36",São Paulo,"74",São Lucas,251.81,118.803860053214720,117.854731742186573,114.026448512767558,"1","1","1","0","0","0",12815056.000000000000000,12844972.000000000000000,12874649.000000000000000,12903362.000000000000000
"257",Vila Ema,"36",São Paulo,"74",São Lucas,267.22,0.000000000000000,0.000000000000000,0.000000000000000,"1","1","0","0","0","0",16067994.999999998137355,16067994.999999998137355,16067994.999999998137355,16067994.999999998137355
"258",Parque São Lucas,"36",São Paulo,"74",São Lucas,449.68,206.497954100693818,267.338996619818545,21.853317914961750,"1","0","0","0","0","0",24335643.000000000000000,24428501.000000000000000,24548718.000000000000000,24558545.000000000000000
"259",Vila Cardoso Franco,"36",São Paulo,"78",Sapopemba,163.88,2.928972418843056,2.330973883329265,0.000000000000000,"0","0","0","0","0","0",11381093.000000001862645,11381573.000000000000000,11381955.000000000000000,11381955.000000000000000
"260",Parque Santa Madalena,"36",São Paulo,"78",Sapopemba,204.85,0.253844276299731,0.122040517451794,0.000000000000000,"0","0","0","0","0","0",13606169.000000000000000,13606221.000000000000000,13606246.000000000000000,13606246.000000000000000
"261",Jardim Colorado,"36",São Paulo,"78",Sapopemba,320.26,3.562730281646163,2.797726846936864,0.000000000000000,"0","0","0","0","0","0",17495895.000000000000000,17497036.000000000000000,17497932.000000000000000,17497932.000000000000000
"262",Teotônio Vilela,"36",São Paulo,"78",Sapopemba,346.33,12.179135506597754,9.641093754511594,0.000000000000000,"0","0","0","0","0","0",19092255.000000000000000,19096473.000000003725290,19099812.000000000000000,19099812.000000000000000
"263",Fazenda da Juta,"36",São Paulo,"78",Sapopemba,329.57,305.740813787662717,335.185241375125145,453.035773887186394,"0","0","0","0","0","0",16656046.000000000000000,16756809.000000000000000,16867276.000000000000000,17016583.000000000000000
"264",São Mateus,"36",São Paulo,"75",São Mateus,427.59,16.511143852756145,13.113028836034520,0.000000000000000,"0","0","0","0","0","0",22101646.000000000000000,22108705.999999996274710,22114313.000000000000000,22114313.000000000000000
"265",Cidade IV Centenário,"36",São Paulo,"75",São Mateus,332.58,16.444163810211077,13.124661735522279,0.000000000000000,"0","0","0","0","0","0",15593091.000000000000000,15598560.000000001862645,15602925.000000000000000,15602925.000000000000000
"266",Rio Claro,"36",São Paulo,"75",São Mateus,218.36,316.871221835500990,320.479941381205322,386.421505770287524,"0","0","0","0","0","0",6012303.999999999068677,6081496.000000000000000,6151476.000000000000000,6235855.000000000000000
"267",Cidade Satélite,"36",São Paulo,"75",São Mateus,300.48,376.421059637912663,324.587326943556945,128.680777422790186,"0","0","0","0","0","0",13634736.000000000000000,13747843.000000000000000,13845375.000000000000000,13884041.000000000000000
"268",Joaquim Nabuco,"36",São Paulo,"15",Campo Belo,198.44,175.639991937109443,140.450514009272325,0.000000000000000,"1","1","0","0","0","0",11439878.000000000000000,11474732.000000000000000,11502603.000000000000000,11502603.000000000000000
"269",Vieira de Moraes,"36",São Paulo,"15",Campo Belo,171.28,299.562120504437189,239.496730499766471,0.000000000000000,"1","0","0","0","0","0",18562805.000000000000000,18614114.000000000000000,18655135.000000000000000,18655135.000000000000000
"270",Campo Belo,"36",São Paulo,"15",Campo Belo,138.57,24.168290394746339,19.289889586490585,0.000000000000000,"1","0","0","0","0","0",8265501.000000000000000,8268850.000000000000000,8271523.000000000000000,8271523.000000000000000
"271",Congonhas,"36",São Paulo,"15",Campo Belo,179.42,7.384906922305206,6.498718091628582,3.410990970906254,"1","0","0","0","0","0",4237920.000000000000000,4239245.000000000000000,4240411.000000000000000,4241023.000000000000000
"272",Jardim Aeroporto,"36",São Paulo,"15",Campo Belo,198.55,17.637874590783177,58.690506169730533,222.800302190883883,"1","0","0","0","0","0",12979511.000000000000000,12983013.000000001862645,12994666.000000001862645,13038903.000000000000000
"273",Vila Santa Catarina,"36",São Paulo,"37",Jabaquara,325.71,0.442111080408953,38.055325289367843,189.066961407386941,"0","0","0","0","0","0",24168231.000000000000000,24168375.000000000000000,24180769.999999996274710,24242351.000000000000000
"274",Jabaquara,"36",São Paulo,"37",Jabaquara,288.72,56.830146855084507,103.640205042948182,291.115960099750566,"0","0","0","0","0","0",18404681.000000000000000,18421089.000000000000000,18451012.000000000000000,18535063.000000000000000
"275",Cidade Vargas,"36",São Paulo,"37",Jabaquara,347.45,46.942006044035118,114.125773492588863,404.415023744423706,"0","0","0","0","0","0",16090091.000000000000000,16106401.000000000000000,16146054.000000000000000,16286568.000000000000000
"276",Jardim Bom Clima,"36",São Paulo,"37",Jabaquara,445.92,67.727395048439178,80.305884463580909,130.918101901686384,"0","0","0","0","0","0",27615786.000000000000000,27645987.000000003725290,27681797.000000003725290,27740176.000000000000000
"277",Cupecê,"36",São Paulo,"22",Cidade Ademar,416.89,86.855045695507215,78.128523111612182,42.344503346206437,"0","0","0","0","0","1",23760107.000000000000000,23796316.000000000000000,23828887.000000000000000,23846540.000000000000000
"278",Jardim Miriam,"36",São Paulo,"22",Cidade Ademar,513.94,45.631785811573330,41.123477448729417,23.368486593765805,"0","0","0","0","0","1",36757174.000000000000000,36780626.000000000000000,36801761.000000000000000,36813771.000000000000000
"279",Vila Missionária,"36",São Paulo,"22",Cidade Ademar,295.40,54.414353419092762,47.461069735951256,19.448205822613406,"0","0","0","0","0","1",19944467.000000000000000,19960540.999999996274710,19974561.000000000000000,19980306.000000000000000
"280",Jurubatuba,"36",São Paulo,"16",Campo Grande,482.59,361.644460100706624,419.358047203630406,718.817215441679309,"0","0","0","0","0","1",23973934.000000000000000,24148460.000000000000000,24350838.000000000000000,24697732.000000000000000
"281",Vila São Pedro,"36",São Paulo,"16",Campo Grande,312.58,519.726150105572970,766.626143707210986,1763.938831659095285,"0","0","0","0","0","1",15174996.000000000000000,15337452.000000000000000,15577084.000000000000000,16128456.000000000000000
"282",Campo Grande,"36",São Paulo,"16",Campo Grande,272.36,253.231017770597731,207.460713761198406,31.315171097077396,"0","0","0","0","0","1",14895854.000000000000000,14964824.000000000000000,15021328.000000000000000,15029857.000000000000000
"283",Vila Sabará,"36",São Paulo,"16",Campo Grande,234.56,185.142394270122793,151.978171896316525,17.381480218281038,"0","0","0","0","1","1",4860586.999999999068677,4904014.000000000000000,4939662.000000000000000,4943739.000000000000000
"284",Mar Paulista,"36",São Paulo,"59",Pedreira,548.66,264.876243939780579,321.836838843728401,146.451354208435106,"0","0","0","0","1","1",17185328.000000000000000,17330655.000000000000000,17507234.000000000000000,17587586.000000000000000
"285",Pedreira,"36",São Paulo,"59",Pedreira,1302.69,1181.694033116090395,1225.868011576046229,619.387574941083471,"0","0","0","0","0","1",27545649.000000000000000,29085030.000000000000000,30681956.000000000000000,31488826.000000000000000
"286",Vila Socorro,"36",São Paulo,"81",Socorro,293.26,18.550092068471663,68.072699993180109,266.674623201254860,"0","0","0","0","0","1",10985082.000000000000000,10990522.000000000000000,11010485.000000000000000,11088690.000000000000000
"287",Parque Interlagos,"36",São Paulo,"81",Socorro,935.66,142.941880597653011,111.808776692388250,37.979607977256698,"0","0","0","0","1","1",20827572.000000000000000,20961317.000000000000000,21065932.000000000000000,21101468.000000000000000
"288",Jardim Represa,"36",São Paulo,"23",Cidade Dutra,783.73,272.657675474972223,252.090643461396127,149.421356844831763,"0","0","0","0","1","1",10373027.000000000000000,10586717.000000000000000,10784287.999999998137355,10901394.000000000000000
"289",Rio Bonito,"36",São Paulo,"23",Cidade Dutra,495.82,116.659271509822105,105.951756685894082,45.494332620709130,"0","0","0","0","1","1",17735261.000000000000000,17793103.000000000000000,17845636.000000000000000,17868193.000000000000000
"290",SESC Interlagos,"36",São Paulo,"23",Cidade Dutra,736.48,358.793178361937862,346.576960677818818,152.122257223549866,"0","0","0","1","1","1",17362625.000000000000000,17626869.000000000000000,17882116.000000000000000,17994151.000000000000000
"291",Jardim Presidente,"36",São Paulo,"23",Cidade Dutra,762.54,169.747160804679112,170.738584205418732,180.703963070789740,"0","0","0","1","1","1",24303836.000000000000000,24433274.999999996274710,24563470.000000000000000,24701264.000000000000000
"292",Vila Natal,"36",São Paulo,"30",Grajaú,415.09,303.972632441157373,248.967693753161939,119.699342311305983,"0","0","0","0","1","1",18230395.000000000000000,18356571.000000000000000,18459915.000000000000000,18509601.000000000000000
"293",Grajaú,"36",São Paulo,"30",Grajaú,540.70,267.540225633438126,273.767338635102647,325.879415572406117,"0","0","0","0","1","1",29120397.000000000000000,29265056.000000000000000,29413082.000000000000000,29589285.000000000000000
"294",Cocaia,"36",São Paulo,"30",Grajaú,1093.33,370.598081091710696,381.987140204695834,281.435614132969931,"0","0","0","0","0","1",23171615.000000000000000,23576801.000000000000000,23994439.000000000000000,24302141.000000000000000
"295",Belmira Marin,"36",São Paulo,"30",Grajaú,1236.83,941.596662435419603,993.020059345261643,255.861355238795966,"0","0","0","0","0","1",33326294.000000000000000,34490889.000000000000000,35719086.000000000000000,36035543.000000000000000
"296",Bororé,"36",São Paulo,"30",Grajaú,5992.56,123.623960377534800,127.538147302655290,112.918352089924838,"0","0","0","0","0","1",2970265.000000000000000,3711089.000000000000000,4475369.000000000000000,5152039.000000000000000
"297",Jaceguava,"36",São Paulo,"56",Parelheiros,3512.69,108.270015287429302,106.915497809371175,74.155134668872023,"0","0","0","0","0","1",1987177.000000000000000,2367495.999999999534339,2743057.000000000000000,3003541.000000000000000
"298",Parelheiros,"36",São Paulo,"56",Parelheiros,11667.08,223.189692708029781,231.349575043627027,166.269795012976658,"0","0","0","0","0","1",45035329.000000000000000,47639301.000000000000000,50338475.000000000000000,52278358.000000000000000
"299",Marsilac,"36",São Paulo,"52",Marsilac,20795.96,16.601974614300087,19.029080648356700,32.422595542595772,"0","0","0","0","0","0",832925.000000000000000,1178179.000000000000000,1573907.000000000000000,2248166.000000000000000
"300",Granja Julieta,"36",São Paulo,"72",Santo Amaro,616.88,315.995007132667638,312.214693295292420,258.847749967578807,"1","1","1","0","0","0",38197990.000000000000000,38392921.000000000000000,38585520.000000000000000,38745198.000000000000000
"301",Chácara Flora,"36",São Paulo,"72",Santo Amaro,452.25,1512.059701492536988,1624.486456605859530,1619.071310116086124,"1","1","1","0","0","1",14781743.000000001862645,15465572.000000000000000,16200246.000000000000000,16932471.000000000000000
"302",Santo Amaro,"36",São Paulo,"72",Santo Amaro,257.11,900.560071564699911,931.231768503753187,939.609505659056367,"1","0","0","0","0","1",16993916.000000000000000,17225459.000000000000000,17464888.000000000000000,17706471.000000000000000
"303",Vila Miranda,"36",São Paulo,"72",Santo Amaro,271.15,318.259266088880679,564.569426516688281,43.758067490319014,"1","0","0","0","0","1",12974314.000000001862645,13060610.000000000000000,13213693.000000000000000,13225557.999999998137355
"304",Jardim São Luís,"36",São Paulo,"45",Jardim São Luís,408.45,146.157424409352444,128.740359897172226,59.696413269678054,"0","0","0","0","0","0",24846403.000000000000000,24906101.000000000000000,24958684.999999996274710,24983068.000000000000000
"305",Centro Empresarial,"36",São Paulo,"45",Jardim São Luís,675.29,260.079373306283230,292.213715588858122,332.817011950421318,"0","0","0","0","0","1",36945091.000000000000000,37120720.000000000000000,37318049.000000000000000,37542797.000000000000000
"306",Guarapiranga,"36",São Paulo,"45",Jardim São Luís,1513.25,528.304642326119279,481.139269783578413,258.371716504212770,"0","0","0","0","0","1",25166328.000000000000000,25965785.000000000000000,26693869.000000000000000,27084850.000000000000000
"307",Jardim Capela,"36",São Paulo,"42",Jardim Ângela,2022.05,664.910857792834008,638.993101060804634,187.808412254889845,"0","0","0","0","0","1",32807502.000000000000000,34151985.000000000000000,35444061.000000000000000,35823819.000000000000000
"308",Riviera,"36",São Paulo,"42",Jardim Ângela,798.79,502.611449817849518,465.749446037131179,347.364138259116942,"0","0","0","0","0","0",14165069.000000000000000,14566549.999999998137355,14938586.000000000000000,15216057.000000000000000
"309",Jardim Turquesa,"36",São Paulo,"42",Jardim Ângela,282.87,1572.259341747092321,1265.266730300137624,4.701806483543678,"0","0","0","0","0","0",20415147.999999996274710,20859893.000000000000000,21217799.000000000000000,21219129.000000000000000
"310",Morro do Índio,"36",São Paulo,"42",Jardim Ângela,114.64,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",9261559.000000000000000,9261559.000000000000000,9261559.000000000000000,9261559.000000000000000
"311",Jardim Ângela,"36",São Paulo,"42",Jardim Ângela,463.77,1010.625956832050406,1002.223084718718383,558.906354442935140,"0","0","0","0","0","0",26843400.000000000000000,27312098.000000000000000,27776899.000000000000000,28036103.000000000000000
"312",Capão Redondo,"36",São Paulo,"19",Capão Redondo,219.39,11.404348420620813,34.677970737043623,126.860841423948230,"0","0","0","0","0","0",13148278.000000000000000,13150780.000000000000000,13158388.000000000000000,13186220.000000000000000
"313",Jardim Sônia Ingá,"36",São Paulo,"19",Capão Redondo,105.38,0.000000000000000,0.000000000000000,0.000000000000000,"0","0","0","0","0","0",7102284.000000000000000,7102284.000000000000000,7102284.000000000000000,7102284.000000000000000
"314",Adventista,"36",São Paulo,"19",Capão Redondo,545.26,316.993727762902097,251.817481568426075,3.581777500641896,"0","0","0","0","0","0",33345985.000000000000000,33518829.000000000000000,33656135.000000000000000,33658088.000000000000000
"315",Parque Fernanda,"36",São Paulo,"19",Capão Redondo,512.27,389.683174888242547,321.843949479766536,83.450133718546866,"0","0","0","0","0","0",35090143.000000000000000,35289766.000000000000000,35454637.000000000000000,35497386.000000000000000
"316",Morumbi,"36",São Paulo,"55",Morumbi,271.46,834.465482944080236,658.826346423045834,375.112355411478745,"1","1","0","0","0","0",15656617.000000000000000,15883141.000000000000000,16061986.000000000000000,16163814.000000000000000
"317",Jóquei Clube,"36",São Paulo,"55",Morumbi,333.24,882.160004801344371,960.061817308846457,442.677949825951259,"1","1","0","0","0","0",9591736.000000000000000,9885707.000000000000000,10205638.000000000000000,10353156.000000000000000
"318",Fazenda Morumbi,"36",São Paulo,"55",Morumbi,320.73,1989.000093536619488,1969.918623140959653,1164.197299909581261,"1","0","0","0","0","0",16894390.000000000000000,17532322.000000000000000,18164134.000000000000000,18537527.000000000000000
"319",Real Parque,"36",São Paulo,"55",Morumbi,223.42,1259.139736818548045,1187.883806284128696,900.814609256109748,"1","0","0","0","0","0",11210580.000000000000000,11491897.000000000000000,11757294.000000000000000,11958554.000000000000000
"320",Paraisópolis,"36",São Paulo,"85",Vila Andrade,361.95,2797.234424644288083,2888.119906064373026,1418.800939356264735,"0","0","0","0","0","0",12545033.000000000000000,13557492.000000000000000,14602847.000000000000000,15116382.000000000000000
"321",Jardim Vitória Régia,"36",São Paulo,"85",Vila Andrade,370.18,3727.443405910637921,4476.886919876817046,6488.754119617483411,"0","0","0","0","0","0",11486344.000000000000000,12866169.000000000000000,14523423.000000000000000,16925430.000000000000000
"322",Vila Suzana,"36",São Paulo,"85",Vila Andrade,300.50,5029.474209650582452,5218.688851913477265,4788.908485856904917,"0","0","0","0","0","0",16260863.000000000000000,17772220.000000000000000,19340436.000000000000000,20779503.000000000000000
"323",Parque Arariba,"36",São Paulo,"17",Campo Limpo,346.59,1014.579185781470983,965.105744539657849,1203.496927205055044,"0","0","0","0","0","0",23231561.000000000000000,23583204.000000000000000,23917700.000000000000000,24334820.000000000000000
"324",Jardim Mitsutani,"36",São Paulo,"17",Campo Limpo,349.31,256.975179639861437,353.302224385216562,736.932810397641106,"0","0","0","0","0","0",22426331.000000000000000,22516095.000000000000000,22639507.000000000000000,22896925.000000000000000
"325",Pirajussara,"36",São Paulo,"17",Campo Limpo,270.05,587.724495463803009,588.502129235326720,530.038881688576112,"0","0","0","0","0","0",14720917.000000000000000,14879632.000000000000000,15038557.000000000000000,15181694.000000000000000
"326",Jardim Umarizal,"36",São Paulo,"17",Campo Limpo,294.91,1035.339595130717726,916.642365467430636,440.510664270455379,"0","0","0","0","0","0",18681203.000000000000000,18986535.000000000000000,19256862.000000000000000,19386773.000000000000000
"327",Portal do Morumbi,"36",São Paulo,"96",Vila Sônia,151.43,2511.873472891765232,2535.475137027009168,4814.336657201346497,"0","0","0","0","0","0",5534351.999999999068677,5914725.000000000000000,6298672.000000000931323,7027707.000000000000000
"328",Jardim Jussara,"36",São Paulo,"96",Vila Sônia,231.55,641.982293241200523,1346.681062405527882,220.673720578708696,"0","0","0","0","0","0",11731568.000000000000000,11880218.999999998137355,12192043.000000000000000,12243140.000000000000000
"329",Vila Sônia,"36",São Paulo,"96",Vila Sônia,348.44,317.480771438411182,278.624727356216283,122.121455630811639,"0","0","0","0","0","0",21079676.000000000000000,21190299.000000000000000,21287383.000000000000000,21329935.000000003725290
"330",Jardim Maria do Carmo,"36",São Paulo,"96",Vila Sônia,277.55,1136.299765807962558,1075.190055845793495,987.375247703116543,"0","0","0","0","0","0",15936876.000000000000000,16252256.000000001862645,16550675.000000000000000,16824721.000000000000000
"331",Jardim Cambará,"36",São Paulo,"66",Raposo Tavares,480.20,295.081216159933376,547.465639316951297,765.935027072053344,"0","0","0","0","0","0",15939258.000000000000000,16080956.000000000000000,16343849.000000000000000,16711651.000000000000000
"332",Jardim João XXIII,"36",São Paulo,"66",Raposo Tavares,467.65,603.834063936704865,827.559071955522313,436.277130332513650,"0","0","0","0","0","0",17064590.000000000000000,17346973.000000000000000,17733981.000000000000000,17938006.000000000000000
"333",Raposo Tavares,"36",São Paulo,"66",Raposo Tavares,271.34,441.847866145794967,525.396181911992358,968.058524360580918,"0","0","0","0","0","0",7256362.999999999068677,7376254.000000000000000,7518815.000000000000000,7781488.000000000931323
"334",Rio Pequeno,"36",São Paulo,"68",Rio Pequeno,245.75,29.293997965412004,49.997965412004071,143.983723296032565,"0","0","0","0","0","0",14643081.000000000000000,14650280.000000000000000,14662567.000000000000000,14697951.000000000000000
"335",Jardim Ester Yolanda,"36",São Paulo,"68",Rio Pequeno,264.93,349.069565545615831,279.704072773940254,2.898878949156381,"0","0","0","0","0","0",15296803.000000000000000,15389282.000000000000000,15463384.000000000000000,15464152.000000000000000
"336",Jardim Adalgiza,"36",São Paulo,"68",Rio Pequeno,467.13,707.400509494145126,709.119517050928039,760.353648877186174,"0","0","0","0","0","0",22518422.000000000000000,22848870.000000000000000,23180121.000000000000000,23535305.000000000000000
"337",Parque Continental,"36",São Paulo,"40",Jaguaré,226.38,178.271048679211958,143.338634154960687,3.865182436611008,"0","0","0","0","0","0",12940081.000000000000000,12980437.999999998137355,13012887.000000000000000,13013762.000000000000000
"338",Jaguaré,"36",São Paulo,"40",Jaguaré,430.44,71.027320880959024,78.761267540191426,120.228138648824455,"0","0","0","0","0","0",20835194.000000000000000,20865766.999999996274710,20899669.000000000000000,20951420.000000000000000
"339",Cidade Universitária,"36",São Paulo,"12",Butantã,584.56,732.241343916792175,689.901806486930354,581.500615847817244,"1","1","0","0","0","0",10503307.000000000000000,10931346.000000000000000,11334635.000000000000000,11674557.000000000000000
"340",Butantã,"36",São Paulo,"12",Butantã,207.11,50.741152044807102,49.384385109362171,42.600550432137510,"1","1","1","0","0","0",8953108.000000000000000,8963617.000000000000000,8973845.000000000000000,8982668.000000000000000
"341",Jardim Caxingui,"36",São Paulo,"12",Butantã,180.08,69.230342070191028,128.165259884495782,396.096179475788517,"1","1","0","0","0","0",7452782.000000000000000,7465249.000000000000000,7488329.000000000000000,7559658.000000000000000
"342",Jardim Bonfiglioli,"36",São Paulo,"12",Butantã,319.97,225.596149639028653,295.662093321248847,574.772634934525058,"1","0","0","0","0","0",21222422.000000000000000,21294606.000000000000000,21389209.000000003725290,21573119.000000000000000
"343",Melhoramentos,"4",Caieiras,"100",Caieiras,2875.06,138.515717932843131,170.276794223424901,354.497645266533596,"0","0","0","0","0","1",608943.000000000000000,1007184.000000000000000,1496739.999999999767169,2515942.000000000000000
"344",Caieiras,"4",Caieiras,"100",Caieiras,1990.04,909.694780004422000,1087.350505517477131,839.410263110289293,"0","0","0","0","0","1",22929226.000000003725290,24739555.000000000000000,26903426.000000000000000,28573886.000000000000000
"345",Serpa,"4",Caieiras,"100",Caieiras,691.49,941.260177298297890,902.539443809744171,822.898378863034850,"0","0","0","0","0","0",23352546.000000000000000,24003418.000000000000000,24627515.000000000000000,25196541.000000000000000
"346",Santa Inês,"4",Caieiras,"100",Caieiras,4080.68,62.592509091621984,68.773341697952304,63.588421537586875,"0","0","0","0","0","1",979923.000000000000000,1235343.000000000000000,1515985.000000000000000,1775469.000000000000000
"347",Cajamar,"5",Cajamar,"101",Cajamar,4855.80,1745.072902508340576,1869.251410684130406,759.603566868487178,"0","0","0","0","0","0",36080808.000000000000000,44554533.000000000000000,53631244.000000000000000,57319727.000000000000000
"348",Jordanésia,"5",Cajamar,"101",Cajamar,8307.85,121.540109655325978,276.137147396739238,273.987373387819957,"0","0","0","0","0","0",724348.000000000000000,1734085.000000000000000,4028191.000000000000000,6304437.000000000931323
"349",Cristais,"13",Franco da Rocha,"109",Franco da Rocha,4251.83,29.849735290451402,40.373204008626871,87.918143481747862,"0","0","0","0","0","0",443640.999999999941792,570557.000000000000000,742217.000000000000000,1116030.000000000000000
"350",Baltazar Fidélis,"13",Franco da Rocha,"109",Franco da Rocha,2505.16,677.465311596864126,735.770170368359800,747.839259767839053,"0","0","0","0","0","0",36804271.000000000000000,38501430.000000000000000,40344652.000000000000000,42218109.000000000000000
"351",Franco da Rocha,"13",Franco da Rocha,"109",Franco da Rocha,1417.58,1225.878610025536545,1141.171574091056755,1050.394334005841074,"0","0","0","0","0","0",36839356.000000000000000,38577137.000000000000000,40194839.000000000000000,41683857.000000000000000
"352",Parque do Juqueri,"13",Franco da Rocha,"109",Franco da Rocha,2551.34,69.167574686243299,71.818338598540365,103.327271159469134,"0","0","0","0","0","0",1728703.000000000000000,1905173.000000000000000,2088406.000000000000000,2352029.000000000000000
"353",Palmares,"13",Franco da Rocha,"109",Franco da Rocha,2721.22,112.404362749061093,173.185923960576531,396.710299057040629,"0","0","0","0","0","0",468392.000000000000000,774269.000000000000000,1245546.000000000000000,2325082.000000000000000
"354",Sete Voltas,"12",Francisco Morato,"108",Francisco Morato,560.42,288.135683951322221,344.969844045537286,422.850719103529514,"0","0","0","0","0","0",1004069.000000000000000,1165546.000000000000000,1358874.000000000000000,1595848.000000000000000
"355",Afonso Moreno,"12",Francisco Morato,"108",Francisco Morato,744.81,924.469327748016440,914.985029739128208,484.504773029363207,"0","0","0","0","0","0",32077258.000000003725290,32765812.000000000000000,33447302.000000000000000,33808166.000000000000000
"356",Francisco Morato,"12",Francisco Morato,"108",Francisco Morato,1857.33,1150.675970344526831,1107.810136055520616,609.827548147071411,"0","0","0","0","0","0",56699816.000000007450581,58837001.000000000000000,60894570.000000000000000,62027221.000000000000000
"357",Cascatas,"12",Francisco Morato,"108",Francisco Morato,1758.38,205.141095781344205,232.406533286320354,267.475744719571424,"0","0","0","0","0","0",2383559.999999999534339,2744276.000000000000000,3152935.000000000000000,3623259.000000000000000
"358",Mairiporã,"21",Mairiporã,"117",Mairiporã,4886.10,324.463273367307238,483.260882912752493,765.666277808477048,"0","0","0","0","0","0",16145196.000000000000000,17730556.000000000000000,20091817.000000000000000,23832939.000000000000000
"359",Paiva Castro,"21",Mairiporã,"117",Mairiporã,6751.30,136.738257817013022,235.129530608919765,706.037800127382866,"0","0","0","0","0","0",1565749.000000000000000,2488910.000000000000000,4076340.000000000000000,8843013.000000000000000
"360",Colinas,"21",Mairiporã,"117",Mairiporã,5553.10,209.004880157029362,268.568547297905639,511.325385820532631,"0","0","0","0","0","0",7160732.000000000000000,8321357.000000000000000,9812745.000000000000000,12652186.000000000000000
"361",Pirucaia,"21",Mairiporã,"117",Mairiporã,14953.50,49.410840271508341,99.855217841976796,297.682549235964814,"0","0","0","0","0","1",2550530.000000000000000,3289395.000000000000000,4782580.000000000000000,9233976.000000000000000
"362",Guarulhos,"15",Guarulhos,"111",Guarulhos,164.41,31.676905297731281,30.204975366461895,23.033878717839549,"0","0","0","0","0","1",12400673.000000000000000,12405881.000000000000000,12410847.000000000000000,12414634.000000001862645
"363",Macedo,"15",Guarulhos,"111",Guarulhos,382.09,216.074746787406099,176.743699128477601,19.105446360805047,"0","0","0","0","0","1",20842207.000000000000000,20924767.000000000000000,20992299.000000000000000,20999599.000000000000000
"364",Cumbica,"15",Guarulhos,"111",Guarulhos,689.34,246.807090840514093,207.211245539211404,48.620419531725993,"0","0","0","0","0","1",30793964.000000000000000,30964098.000000000000000,31106937.000000000000000,31140453.000000000000000
"365",Várzea do Palácio,"15",Guarulhos,"111",Guarulhos,646.76,267.787123507947285,224.884037355433236,145.757313377450686,"0","0","0","0","1","1",10960128.000000000000000,11133322.000000000000000,11278768.000000000000000,11373038.000000000000000
"366",Ponte Grande,"15",Guarulhos,"111",Guarulhos,874.87,276.834272520488753,231.525826694251720,24.439059517414016,"0","0","0","0","0","1",26107539.000000000000000,26349733.000000000000000,26552288.000000000000000,26573669.000000000000000
"367",Gopouva,"15",Guarulhos,"111",Guarulhos,202.39,600.844903404318416,508.029052818815217,265.986461781708613,"0","0","0","0","0","1",10795489.000000000000000,10917094.000000000000000,11019914.000000000000000,11073747.000000000000000
"368",Vila São Rafael,"15",Guarulhos,"111",Guarulhos,401.04,262.617195292240183,173.835527628166744,26.326550967484540,"0","0","0","0","0","1",18408621.000000000000000,18513941.000000000000000,18583656.000000000000000,18594214.000000000000000
"369",Vila Rosália,"15",Guarulhos,"111",Guarulhos,434.65,244.856781318302126,217.487633728287136,107.930518808236513,"0","0","0","0","0","1",21644760.000000000000000,21751187.000000000000000,21845718.000000000000000,21892630.000000000000000
